list_no,date,region,kind,title,start,end,max_mw,min_mw,solar_mw,wind_mw,reason,url
75720,2025-06-28,육지,실적,육지 출력제어 실적 안내[2025년 6월 28일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75720&tag=&nPage=12
75721,2025-06-29,육지,실적,육지 출력제어 실적 안내[2025년 6월 29일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75721&tag=&nPage=12
75722,2025-07-05,육지,실적,육지 출력제어 실적 안내[2025년 7월 5일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75722&tag=&nPage=12
75723,2025-07-06,육지,실적,육지 출력제어 실적 안내[2025년 7월 6일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=75723&tag=&nPage=12
76075,2025-09-20,육지,실적,육지 출력제어 실적 안내[2025년 9월 20일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76075&tag=&nPage=12
76076,2025-09-21,육지,실적,육지 출력제어 실적 안내[2025년 9월 21일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76076&tag=&nPage=12
76077,2025-09-23,육지,실적,육지 출력제어 실적 안내[2025년 9월 23일(화)],12:00,13:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76077&tag=&nPage=12
76078,2025-09-27,육지,실적,육지 출력제어 실적 안내[2025년 9월 27일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76078&tag=&nPage=11
76079,2025-09-28,육지,실적,육지 출력제어 실적 안내[2025년 9월 28일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76079&tag=&nPage=11
76133,2025-10-03,육지,실적,육지 출력제어 실적 안내[2025년 10월 3일(금)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76133&tag=&nPage=11
76134,2025-10-04,육지,실적,육지 출력제어 실적 안내[2025년 10월 4일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76134&tag=&nPage=11
76135,2025-10-05,육지,실적,육지 출력제어 실적 안내[2025년 10월 5일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76135&tag=&nPage=11
76136,2025-10-06,육지,실적,육지 출력제어 실적 안내[2025년 10월 6일(월)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76136&tag=&nPage=11
76137,2025-10-07,육지,실적,육지 출력제어 실적 안내[2025년 10월 7일(화)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76137&tag=&nPage=11
76138,2025-10-08,육지,실적,육지 출력제어 실적 안내[2025년 10월 8일(수)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76138&tag=&nPage=11
76139,2025-10-09,육지,실적,육지 출력제어 실적 안내[2025년 10월 9일(목)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76139&tag=&nPage=11
76140,2025-10-11,육지,실적,육지 출력제어 실적 안내[2025년 10월 11일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76140&tag=&nPage=11
76141,2025-10-12,육지,실적,육지 출력제어 실적 안내[2025년 10월 12일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76141&tag=&nPage=10
76142,2025-10-18,육지,실적,육지 출력제어 실적 안내[2025년 10월 18일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76142&tag=&nPage=10
76143,2025-10-19,육지,실적,육지 출력제어 실적 안내[2025년 10월 19일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76143&tag=&nPage=10
76144,2025-10-20,육지,실적,육지 출력제어 실적 안내[2025년 10월 20일(월)],11:00,14:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76144&tag=&nPage=10
76274,2025-10-25,육지,실적,육지 출력제어 실적 안내[2025년 10월 25일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76274&tag=&nPage=10
76275,2025-10-26,육지,실적,육지 출력제어 실적 안내[2025년 10월 26일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76275&tag=&nPage=10
76276,2025-11-01,육지,실적,육지 출력제어 실적 안내[2025년 11월 01일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76276&tag=&nPage=10
76277,2025-11-02,육지,실적,육지 출력제어 실적 안내[2025년 11월 02일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76277&tag=&nPage=10
76278,2025-11-08,육지,실적,육지 출력제어 실적 안내[2025년 11월 08일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76278&tag=&nPage=10
76279,2025-11-09,육지,실적,육지 출력제어 실적 안내[2025년 11월 09일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76279&tag=&nPage=10
76298,2025-11-15,육지,실적,육지 출력제어 실적 안내[2025년 11월 15일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76298&tag=&nPage=9
76299,2025-11-16,육지,실적,육지 출력제어 실적 안내[2025년 11월 16일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76299&tag=&nPage=9
76769,2026-01-27,육지,실적,육지 출력제어 실적 안내[2026년 1월 27일(화)],11:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76769&tag=&nPage=9
76770,2026-01-28,육지,실적,육지 출력제어 실적 안내[2026년 1월 28일(수)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76770&tag=&nPage=9
76822,,육지,전망,육지 출력제어 전망 안내 [2026년 2월 17(화)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76822&tag=&nPage=9
76823,,육지,전망,육지 출력제어 전망 안내 [2026년 2월 18(수)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76823&tag=&nPage=9
76879,2026-02-06,육지,실적,육지 출력제어 실적 안내[2026년 2월 6일(금)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76879&tag=&nPage=9
76941,2026-03-07,육지,전망,육지 출력제어 전망 안내 [2026년 3월 7일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76941&tag=&nPage=9
76946,2026-02-17,육지,실적,육지 출력제어 실적 안내[2026년 2월 17일(화)],11:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76946&tag=&nPage=9
76947,2026-02-18,육지,실적,육지 출력제어 실적 안내[2026년 2월 18일(수)],12:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76947&tag=&nPage=9
76948,2026-02-19,육지,실적,육지 출력제어 실적 안내[2026년 2월 19일(목)],12:00,14:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76948&tag=&nPage=8
76949,2026-02-21,육지,실적,육지 출력제어 실적 안내[2026년 2월 21일(토)],12:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76949&tag=&nPage=8
76950,2026-02-23,육지,실적,육지 출력제어 실적 안내[2026년 2월 23일(월)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76950&tag=&nPage=8
76995,2026-03-21,육지,전망,육지 출력제어 전망 안내[2026년 3월 21일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=76995&tag=&nPage=8
77016,2026-03-23,육지,전망,육지 출력제어 전망 안내 [2026년 3월 23일(월)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77016&tag=&nPage=8
77017,2026-02-28,육지,실적,육지 출력제어 실적 안내[2026년 2월 28일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77017&tag=&nPage=8
77018,2026-03-01,육지,실적,육지 출력제어 실적 안내[2026년 3월 1일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77018&tag=&nPage=8
77019,2026-03-02,육지,실적,육지 출력제어 실적 안내[2026년 3월 2일(월)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77019&tag=&nPage=8
77020,2026-03-04,육지,실적,육지 출력제어 실적 안내[2026년 3월 4일(수)],13:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77020&tag=&nPage=8
77055,2026-03-28,육지,전망,육지 출력제어 전망 안내[2026년 3월 28일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77055&tag=&nPage=8
77056,2026-03-29,육지,전망,육지 출력제어 전망 안내[2026년 3월 29일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77056&tag=&nPage=7
77061,2026-03-07,육지,실적,육지 출력제어 실적 안내[2026년 3월 7일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77061&tag=&nPage=7
77062,2026-03-08,육지,실적,육지 출력제어 실적 안내[2026년 3월 8일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77062&tag=&nPage=7
77094,2026-03-12,육지,실적,육지 출력제어 실적 안내[2026년 3월 12일(목)],13:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77094&tag=&nPage=7
77095,2026-03-13,육지,실적,육지 출력제어 실적 안내[2026년 3월 13일(금)],13:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77095&tag=&nPage=7
77096,2026-03-14,육지,실적,육지 출력제어 실적 안내[2026년 3월 14일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77096&tag=&nPage=7
77097,2026-03-15,육지,실적,육지 출력제어 실적 안내[2026년 3월 15일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77097&tag=&nPage=7
77136,2026-04-02,육지,전망,육지 출력제어 전망[2026년 4월 2일(목)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77136&tag=&nPage=7
77138,2026-04-07,육지,전망,육지 출력제어 전망 [2026년 4월 7일(화)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77138&tag=&nPage=7
77139,2026-04-08,육지,전망,육지 출력제어 전망[2026년 4월 8일(수)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77139&tag=&nPage=7
77148,2026-03-19,육지,실적,육지 출력제어 실적 안내[2026년 3월 19일(목)],11:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77148&tag=&nPage=6
77151,2026-04-11,육지,전망,육지 출력제어 전망[2026년 4월 11일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77151&tag=&nPage=6
77152,2026-04-12,육지,전망,육지 출력제어 전망[2026년 4월 12일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77152&tag=&nPage=6
77190,2026-04-18,육지,전망,육지 출력제어 전망 [2026년 4월 18일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77190&tag=&nPage=6
77195,2026-03-21,육지,실적,육지 출력제어 실적 안내[2026년 3월 21일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77195&tag=&nPage=6
77196,2026-03-22,육지,실적,육지 출력제어 실적 안내[2026년 3월 22일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77196&tag=&nPage=6
77197,2026-03-23,육지,실적,육지 출력제어 실적 안내[2026년 3월 23일(월)],12:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77197&tag=&nPage=6
77198,2026-03-28,육지,실적,육지 출력제어 실적 안내[2026년 3월 28일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77198&tag=&nPage=6
77199,2026-03-29,육지,실적,육지 출력제어 실적 안내[2026년 3월 29일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77199&tag=&nPage=6
77217,2026-04-24,육지,전망,육지 출력제어 전망 [2026년 4월 24일(금)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77217&tag=&nPage=6
77226,2026-04-25,육지,전망,육지 출력제어 전망 [2026년 4월 25일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77226&tag=&nPage=5
77227,2026-04-26,육지,전망,육지 출력제어 전망 [2026년 4월 26일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77227&tag=&nPage=5
77232,2026-04-28,육지,전망,육지 출력제어 전망 [2026년 4월 28일(화)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77232&tag=&nPage=5
77238,2026-04-02,육지,실적,육지 출력제어 실적 안내[2026년 4월 2일(목)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77238&tag=&nPage=5
77239,2026-04-04,육지,실적,육지 출력제어 실적 안내[2026년 4월 4일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77239&tag=&nPage=5
77240,2026-04-05,육지,실적,육지 출력제어 실적 안내[2026년 4월 5일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77240&tag=&nPage=5
77241,2026-04-07,육지,실적,육지 출력제어 실적 안내[2026년 4월 7일(화)],09:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77241&tag=&nPage=5
77242,2026-04-08,육지,실적,육지 출력제어 실적 안내[2026년 4월 8일(수)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77242&tag=&nPage=5
77243,2026-04-11,육지,실적,육지 출력제어 실적 안내[2026년 4월 11일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77243&tag=&nPage=5
77283,2026-05-01,육지,전망,육지 출력제어 전망 [2026년 5월 1일(금)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77283&tag=&nPage=5
77287,2026-05-04,육지,전망,육지 출력제어 전망 [2026년 5월 4일(월)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77287&tag=&nPage=4
77297,2026-05-05,육지,전망,육지 출력제어 전망 [2026년 5월 5일(화)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77297&tag=&nPage=4
77300,2026-05-06,육지,전망,육지 출력제어 전망 [2026년 5월 6일(수)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77300&tag=&nPage=4
77355,2026-05-09,육지,전망,육지 출력제어 전망 [2026년 5월 9일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77355&tag=&nPage=4
77356,2026-05-10,육지,전망,육지 출력제어 전망 [2026년 5월 10일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77356&tag=&nPage=4
77420,2026-05-23,육지,전망,육지 출력제어 전망 [2026년 5월 23일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77420&tag=&nPage=4
77421,2026-05-24,육지,전망,육지 출력제어 전망 [2026년 5월 24일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77421&tag=&nPage=4
77469,2026-05-30,육지,전망,육지 출력제어 전망 [2026년 5월 30일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77469&tag=&nPage=4
77470,2026-05-31,육지,전망,육지 출력제어 전망 [2026년 5월 31일(일)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77470&tag=&nPage=4
77505,2026-06-06,육지,전망,육지 출력제어 전망[2026년 6월 6일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77505&tag=&nPage=4
77564,2026-06-13,육지,전망,육지 출력제어 전망 [2026년 6월 13일(토)],,,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77564&tag=&nPage=3
77600,2026-04-12,육지,실적,육지 출력제어 실적 안내[2026년 4월 12일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77600&tag=&nPage=3
77601,2026-04-16,육지,실적,육지 출력제어 실적 안내[2026년 4월 16일(목)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77601&tag=&nPage=3
77602,2026-04-18,육지,실적,육지 출력제어 실적 안내[2026년 4월 18일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77602&tag=&nPage=3
77603,2026-04-19,육지,실적,육지 출력제어 실적 안내[2026년 4월 19일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77603&tag=&nPage=3
77604,2026-04-21,육지,실적,육지 출력제어 실적 안내[2026년 4월 21일(화)],11:00,14:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77604&tag=&nPage=3
77605,2026-04-24,육지,실적,육지 출력제어 실적 안내[2026년 4월 24일(금)],11:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77605&tag=&nPage=3
77606,2026-04-25,육지,실적,육지 출력제어 실적 안내[2026년 4월 25일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77606&tag=&nPage=3
77607,2026-04-26,육지,실적,육지 출력제어 실적 안내[2026년 4월 26일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77607&tag=&nPage=3
77621,2026-05-01,육지,실적,육지 출력제어 실적 안내[2026년 5월 1일(금)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77621&tag=&nPage=3
77622,2026-05-02,육지,실적,육지 출력제어 실적 안내[2026년 5월 2일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77622&tag=&nPage=2
77623,2026-05-03,육지,실적,육지 출력제어 실적 안내[2026년 5월 3일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77623&tag=&nPage=2
77624,2026-05-04,육지,실적,육지 출력제어 실적 안내[2026년 5월 4일(월)],09:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77624&tag=&nPage=2
77625,2026-05-05,육지,실적,육지 출력제어 실적 안내[2026년 5월 5일(화)],09:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77625&tag=&nPage=2
77636,2026-05-06,육지,실적,육지 출력제어 실적 안내[2026년 5월 6일(수)],12:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77636&tag=&nPage=2
77637,2026-05-07,육지,실적,육지 출력제어 실적 안내[2026년 5월 7일(목)],11:00,15:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77637&tag=&nPage=2
77638,2026-05-08,육지,실적,육지 출력제어 실적 안내[2026년 5월 8일(금)],09:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77638&tag=&nPage=2
77639,2026-05-09,육지,실적,육지 출력제어 실적 안내[2026년 5월 9일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77639&tag=&nPage=2
77640,2026-05-10,육지,실적,육지 출력제어 실적 안내[2026년 5월 10일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77640&tag=&nPage=2
77644,2026-05-15,육지,실적,육지 출력제어 실적 안내[2026년 5월 15일(금)],11:00,14:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77644&tag=&nPage=2
77645,2026-05-16,육지,실적,육지 출력제어 실적 안내[2026년 5월 16일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77645&tag=&nPage=1
77646,2026-05-17,육지,실적,육지 출력제어 실적 안내[2026년 5월 17일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77646&tag=&nPage=1
77647,2026-05-18,육지,실적,육지 출력제어 실적 안내[2026년 5월 18일(월)],12:00,13:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77647&tag=&nPage=1
77656,2026-05-23,육지,실적,육지 출력제어 실적 안내[2026년 5월 23일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77656&tag=&nPage=1
77657,2026-05-24,육지,실적,육지 출력제어 실적 안내[2026년 5월 24일(일)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77657&tag=&nPage=1
77658,2026-05-25,육지,실적,육지 출력제어 실적 안내[2026년 5월 25일(월)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77658&tag=&nPage=1
77659,2026-05-30,육지,실적,육지 출력제어 실적 안내[2026년 5월 30일(토)],10:00,17:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77659&tag=&nPage=1
77660,2026-05-31,육지,실적,육지 출력제어 실적 안내[2026년 5월 31일(일)],11:00,16:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77660&tag=&nPage=1
77725,2026-06-06,육지,실적,새글육지 출력제어 실적 안내[2026년 6월 6일(토)],11:00,14:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77725&tag=&nPage=1
77726,2026-06-13,육지,실적,새글육지 출력제어 실적 안내[2026년 6월 13일(토)],12:00,13:00,,,,,,https://new.kpx.or.kr/board.es?mid=a10109050000&bid=0216&act=view&list_no=77726&tag=&nPage=1
